city,latitude,longitude,temperature,humidity,cloudiness,wind,datetime,country
fairbanks,64.8378,-147.7164,-4.29,77,90,2.55,1611948593,US
bougouni,11.417,-7.479,80.76,14,89,3.27,1611948672,ML
rehoboth,-23.3167,17.0833,82.29,18,32,9.19,1611948673,NA
berdigestyakh,62.0989,126.6992,-43.38,79,100,1.48,1611948674,RU
green river,41.5286,-109.4662,39.2,41,40,14.97,1611948676,US
cidreira,-30.1811,-50.2056,80.6,86,37,9.42,1611948677,BR
kezmarok,49.1357,20.4335,28.71,93,90,3.44,1611948678,SK
college,64.8569,-147.8028,-4.13,71,75,2.77,1611948613,US
turkmenabat,39.0733,63.5786,51.8,24,48,11.5,1611948681,TM
porto seguro,-16.4497,-39.0647,82.4,65,40,12.66,1611948682,BR
tarauaca,-8.1614,-70.7656,80.08,92,99,3.15,1611948683,BR
mpongwe,-13.5091,28.155,65.68,93,100,3.47,1611948684,ZM
east london,-33.0153,27.9116,71.6,83,40,4.61,1611948685,ZA
dengzhou,37.8086,120.7508,34.27,85,0,11.34,1611948686,CN
bowen,-20.0167,148.2333,73.4,88,90,9.22,1611948687,AU
tucuman,-26.8241,-65.2226,96.94,34,92,2.3,1611948621,AR
tangi,34.3006,71.6536,46.4,66,0,4.61,1611948690,PK
nayagarh,20.1333,85.1,64.08,88,14,1.99,1611948691,IN
raga,8.4596,25.678,75.4,18,18,6.58,1611948692,SS
port hardy,50.6996,-127.4199,40.59,81,90,11.5,1611948693,CA
jha jha,24.7667,86.3667,48.63,66,0,5.64,1611948694,IN
santiago del estero,-27.7951,-64.2615,100.83,30,20,6.38,1611948696,AR
yatou,37.15,122.3833,33.62,88,0,10.02,1611948697,CN
namatanai,-3.6667,152.4333,80.98,84,68,11.16,1611948698,PG
mino,34.8269,135.4706,25.34,88,3,1.01,1611948699,JP
manokwari,-0.8667,134.0833,77.36,82,100,9.73,1611948701,ID
harper,4.375,-7.7169,78.26,85,53,5.61,1611948702,LR
madang,-5.2246,145.7966,77.13,89,96,5.73,1611948703,PG
portland,45.5234,-122.6762,41.7,87,90,6.91,1611948329,US
wattegama,6.7989,81.4808,75.2,100,40,2.3,1611948705,LK
caravelas,-17.7125,-39.2481,81.3,68,0,9.31,1611948706,BR
bairnsdale,-37.8333,147.6167,66,97,63,4.16,1611948708,AU
seminole,28.7086,-81.2081,64.67,39,1,5.75,1611948709,US
bilibino,68.0546,166.4372,-24.32,79,6,5.46,1611948710,RU
labuan,5.2767,115.2417,78.39,89,20,2.3,1611948712,MY
srednekolymsk,67.45,153.6833,-30.1,84,100,3.89,1611948713,RU
port said,31.2565,32.2841,55.4,67,20,12.66,1611948715,EG
qasigiannguit,68.8193,-51.1922,1.4,55,20,8.05,1611948717,GL
sandpoint,48.2766,-116.5533,34.92,100,90,1.23,1611948719,US
buchanan,5.8808,-10.0467,80.6,94,75,3.44,1611948720,LR
kijang,35.2442,129.2139,24.8,39,0,9.22,1611948721,KR
sonqor,34.7837,47.6004,41,81,75,18.41,1611948722,IR
aksu,41.1231,80.2644,18.32,83,0,2.91,1611948724,CN
bandung,-6.9039,107.6186,68.47,91,100,4.07,1611948725,ID
pochinki,54.6988,44.8668,27.48,97,99,12.03,1611948726,RU
polis,35.0367,32.4264,51.87,58,75,18.41,1611948727,CY
shakawe,-18.3667,21.85,70.88,88,100,3.69,1611948728,BW
roald,62.5833,6.1333,32.23,93,90,17.27,1611948729,NO
magdalena,14.1999,121.429,75.94,69,40,5.75,1611948730,PH
chatham,51.3789,0.5279,48.24,82,92,8.01,1611948614,GB
kushima,31.4583,131.2333,30.2,69,20,3.44,1611948733,JP
hami,42.8,93.45,20.03,84,0,3.18,1611948734,CN
ust-uda,54.1742,103.0304,-8.05,90,100,4.16,1611948735,RU
bulawayo,-20.15,28.5833,65.88,90,87,3.2,1611948736,ZW
colesberg,-30.72,25.0972,76.41,26,0,9.13,1611948738,ZA
pyu,18.4833,96.4333,68.65,86,19,0.4,1611948739,MM
aripuana,-9.1667,-60.6333,82.44,84,98,1.68,1611948740,BR
russell,32.3502,-85.1999,55.29,28,1,2.26,1611948741,US
dunmore town,25.5,-76.65,67.05,67,85,15.5,1611948742,BS
cockburn town,21.4612,-71.1419,75.2,50,40,17.27,1611948744,TC
westport,41.1415,-73.3579,20.14,42,1,24.16,1611948745,US
cabra,37.4725,-4.4421,56.46,94,90,5.75,1611948746,ES
campoverde,-8.4753,-74.8058,91.4,55,40,10.36,1611948747,PE
bindura,-17.3019,31.3306,64.99,90,100,1.99,1611948748,ZW
lazarev,52.225,141.5131,-0.67,92,100,17.27,1611948750,RU
volkhov,59.9258,32.3382,30.99,99,100,8.23,1611948751,RU
nikolskoye,59.7035,30.7861,32.32,100,75,8.95,1611948752,RU
aban,56.67,96.06,-14.46,89,100,3.65,1611948753,RU
bethanien,-26.502,17.1583,86.04,13,0,9.55,1611948754,NA
polovinnoye,54.7914,65.9864,11.88,93,2,6.64,1611948755,RU
umm kaddadah,13.6017,26.6876,67.82,24,0,18.39,1611948757,SD
san quintin,30.4833,-115.95,58.37,73,86,11.95,1611948758,MX
caronport,50.4501,-105.8179,14,79,100,8.05,1611948759,CA
honningsvag,70.9821,25.9704,21.2,79,75,16.11,1611948760,NO
esperance,-33.8667,121.9,57.2,88,0,6.91,1611948761,AU
karratha,-20.7377,116.8463,81.52,76,12,4.07,1611948762,AU
laguna,38.421,-121.4238,47.59,93,90,3.44,1611948724,US
mugur-aksy,50.35,90.5,3.36,85,28,7.31,1611948765,RU
mareeba,-17,145.4333,75.07,88,75,10.36,1611948766,AU
bani walid,31.7566,13.9942,63.48,37,0,10.25,1611948767,LY
guanica,17.9716,-66.908,80.06,59,26,3,1611948768,PR
atar,20.5169,-13.0499,73.51,19,0,8.66,1611948769,MR
ballina,-28.8667,153.5667,66.92,94,75,3.44,1611948770,AU
sandeid,59.5449,5.8636,30.29,86,75,10.36,1611948772,NO
olinda,-8.0089,-34.8553,80.6,69,75,10.36,1611948773,BR
port-cartier,50.0334,-66.8654,14.68,52,28,6.91,1611948774,CA
port macquarie,-31.4333,152.9167,70.92,94,90,3.44,1611948679,AU
kananga,-5.8958,22.4178,71.49,86,50,2.75,1611948776,CD
zhigansk,66.7697,123.3711,-45.22,76,73,10.94,1611948778,RU
banjar,-8.19,114.9675,78.8,83,40,8.05,1611948779,ID
noumea,-22.2763,166.4572,76.24,83,75,1.14,1611948659,NC
det udom,14.906,105.0784,66.2,82,46,6.91,1611948782,TH
mexico,15.0646,120.7198,69.8,78,75,4.61,1611948784,PH
altay,47.8667,88.1167,4.3,79,87,1.99,1611948785,CN
pagudpud,18.5616,120.7868,64.4,94,20,2.3,1611948786,PH
kostomuksha,64.571,30.5767,14.86,96,100,11.74,1611948788,RU
san buenaventura,27.0833,-101.5333,68.13,48,1,4.03,1611948789,MX
nizhnevartovsk,60.9344,76.5531,-32.8,75,0,2.24,1611948790,RU
ocampo,21.65,-101.5,64.94,33,81,4.21,1611948791,MX
vila velha,-20.3297,-40.2925,84.96,62,20,25.32,1611948793,BR
hualmay,-11.0964,-77.6139,75.9,64,4,10.92,1611948794,PE
zdvinsk,54.7021,78.661,16.45,97,100,7.11,1611948795,RU
banamba,13.55,-7.45,76.86,16,0,7.54,1611948796,ML
avdon,54.6667,55.7167,32,55,90,6.71,1611948797,RU
balkanabat,39.5108,54.3671,50.36,46,5,2.21,1611948799,TM
lansing,42.7325,-84.5555,24.19,54,1,4.61,1611948800,US
winnemucca,40.973,-117.7357,35.6,80,90,8.05,1611948801,US
belmonte,-15.8631,-38.8828,83.68,74,75,3.44,1611948802,BR
praia,14.9215,-23.5087,78.8,47,0,17.27,1611948804,CV
glyadyanskoye,54.9075,65.0883,11.64,94,19,7.56,1611948805,RU
wufeng,27.45,104.8333,32.85,100,100,5.14,1611948807,CN
elko,41.0002,-115.5012,34.45,96,100,10,1611948605,US
huangchuan,32.1272,115.0394,43.95,60,89,5.44,1611948809,CN
peace river,56.2501,-117.286,-5.8,77,1,11.5,1611948810,CA
daru,-9.0763,143.2092,78.06,87,97,13.2,1611948811,PG
itoman,26.1247,127.6694,54.18,58,75,5.75,1611948813,JP
okha,53.5739,142.9478,-4.36,90,98,9.51,1611948814,RU
jeremie,18.65,-74.1167,78.94,66,5,10.65,1611948815,HT
kirakira,-10.4544,161.9205,81.16,80,100,12.95,1611948816,SB
bilma,18.6853,12.9164,63.93,26,23,5.68,1611948817,NE
kaoma,-14.7833,24.8,67.8,90,100,4.63,1611948818,ZM
cochabamba,-17.3895,-66.1568,70.9,28,75,9.22,1611948820,BO
lloydminster,53.2835,-110.0016,3.2,85,90,4.61,1611948527,CA
virginia beach,36.8529,-75.978,33.96,35,40,19.57,1611948577,US
knysna,-34.0363,23.0471,62.6,82,0,3.44,1611948541,ZA
luau,-10.7073,22.2247,66.47,93,91,1.3,1611948824,AO
hobyo,5.3505,48.5268,76.24,73,4,16.42,1611948825,SO
canguaretama,-6.38,-35.1289,84.2,65,20,17.27,1611948827,BR
fernan-nunez,37.6884,-4.7247,55.4,94,90,5.75,1611948828,ES
la union,-5.4,-80.75,87.12,47,10,16.46,1611948829,PE
cabinda,-5.55,12.2,78.19,87,100,7,1611948830,AO
nam som,17.7704,102.1895,63.1,70,1,2.28,1611948832,TH
marsa matruh,31.3525,27.2453,50,81,0,5.75,1611948833,EG
krasnokamensk,50.0979,118.0369,-27.11,81,0,1.81,1611948834,RU
izyaslav,50.1195,26.8213,21.24,97,21,5.93,1611948836,UA
dalby,-27.1833,151.2667,62.01,91,17,7.34,1611948838,AU
youghal,51.95,-7.8506,45.59,100,75,10.36,1611948839,IE
belaya gora,68.5333,146.4167,-28.55,85,100,3.4,1611948841,RU
port-gentil,-0.7193,8.7815,78.8,89,40,2.3,1611948842,GA
buala,-8.145,159.5921,80.67,83,100,11.88,1611948844,SB
bereda,43.2686,-7.5406,54.36,83,100,18.01,1611948845,ES
kommunar,59.6206,30.39,32.34,100,75,8.95,1611948846,RU
xining,36.6167,101.7667,15.39,73,100,3.47,1611948847,CN
tabas,33.5959,56.9244,50,17,68,4.61,1611948849,IR
tigil,57.8,158.6667,-11.22,91,94,4.99,1611948850,RU
duluth,46.7833,-92.1066,21.52,58,90,11.5,1611948851,US
loandjili,-4.7561,11.8578,75.2,94,20,3.44,1611948853,CG
cascais,38.6979,-9.4215,56.84,94,75,10.36,1611948854,PT
khandyga,62.6667,135.6,-52.87,75,92,1.05,1611948855,RU
istok,42.7808,20.4875,41,81,75,1.14,1611948857,XK
hvide sande,56.0045,8.1294,28.99,84,100,3,1611948858,DK
san patricio,28.017,-97.5169,74.05,47,40,11.5,1611948859,US
pozo colorado,-23.4923,-58.7972,84.79,63,100,7.78,1611948861,PY
mungwi,-10.1732,31.3694,62.56,91,100,4.05,1611948862,ZM
iberia,29.9502,-91.7507,59.34,51,1,4.61,1611948864,US
vysokogornyy,50.1167,139.15,-7.24,89,100,3.6,1611948865,RU
vetapalem,15.7833,80.3167,74.19,81,53,8.55,1611948866,IN
moerai,-22.4333,-151.3333,80.22,73,10,12.03,1611948868,PF
svetlaya,46.5389,138.3297,4.53,88,100,12.75,1611948870,RU
port arthur,38.8,121.2667,26.6,86,0,2.24,1611948871,CN
effium,6.6292,8.0593,82.4,14,0,3.94,1611948872,NG
sipe sipe,-17.45,-66.3833,70.56,28,75,9.22,1611948874,BO
kokstad,-30.5472,29.4241,60.1,93,36,3.13,1611948790,ZA
grand gaube,-20.0064,57.6608,81,77,7,5.99,1611948876,MU
mana,5.6592,-53.7767,78.69,86,96,11.25,1611948878,GF
henties bay,-22.116,14.2845,66.99,82,33,3.18,1611948879,NA
jieshi,22.8134,115.8257,53.62,69,0,19.6,1611948880,CN
sibolga,1.7427,98.7792,75.45,86,100,4.07,1611948881,ID
banda aceh,5.5577,95.3222,77.49,83,62,11.9,1611948883,ID
san fernando,15.0286,120.6898,69.8,78,75,4.61,1611948884,PH
havelock,34.8791,-76.9013,38.86,41,1,12.66,1611948886,US
santa cruz,-17.8,-63.1667,77,83,75,34.52,1611948611,BO
sehithwa,-20.4667,22.7167,72.82,79,69,4.97,1611948888,BW
las vegas,36.175,-115.1372,50.22,57,90,18.41,1611948646,US
saint-joseph,-21.3667,55.6167,77.88,69,0,4.61,1611948890,RE
suvorov,54.1223,36.4966,26.6,86,100,11.18,1611948891,RU
mayo,38.8876,-76.5119,31.3,40,90,14.97,1611948892,US
batagay-alyta,67.8006,130.4114,-31.02,80,100,1.3,1611948894,RU
tungor,53.3808,142.9564,-2.83,91,99,10.71,1611948895,RU
santa marta,11.2408,-74.199,87.13,66,20,6.91,1611948609,CO
baghdad,33.3406,44.4009,51.8,76,0,3.44,1611948897,IQ
mirnyy,62.5353,113.9611,-47.33,77,60,2.8,1611948899,RU
kudymkar,59.0173,54.656,26.13,96,100,10.07,1611948900,RU
haimen,23.1935,116.6142,51.8,66,0,4.47,1611948902,CN
kargil,34.5667,76.1,-10.07,78,6,1.74,1611948904,IN
howard springs,-12.497,131.047,74.71,100,90,21.85,1611948905,AU
brokopondo,4.75,-55.1667,79.81,85,100,7.58,1611948906,SR
constantine,36.365,6.6147,57.2,62,0,10.36,1611948907,DZ
